OID_,PEDON_ID,LAYER_ID,U_DEPTH,L_DEPTH,CARB_ORG,CACO3_EQ,PH_H2O,PH_CACL2,EXCH_AL,EXCH_CA,EXCH_H,EXCH_K,EXCH_MG,EXCH_NA,EXCH_PCHRG,CEC,BASE_SATN,X_ACIDITY,NO3,P_INORG,P_ORG,N_TOTAL,AVAIL_K,CALCITE,DOLOMITE
31481,0130619,7,114,155,0.5, , , , , , ,0.8,10.2,0.2, ,26.1, , , , , ,0.081, , , 
31482,0130619,8,155,187, , , , , , , ,0.9,10.8,0.3, ,28.4, , , , , , , , , 
31483,0130619,9,187,220, , , , , , , ,0.9,9.7,0.3, ,27.8, , , , , , , , , 
31484,0130620,1,0,14,2.02, , , , , , ,0.5,4.8,0.1, ,26.5, , , , , ,0.161, , , 
31485,0130620,2,14,31,0.69, , , , , , ,0.4,7.5,0.1, ,23.4, , , , , ,0.068, , , 
31486,0130620,3,31,45,0.49, , , , , , ,0.3,8.9,0.1, ,19.6, , , , , ,0.046, , , 
31487,0130620,4,45,77, , , , , , , ,0.3,11.7,0.1, ,16.9, , , , , ,0.044, , , 
31488,0130620,5,77,109, , , , , , , ,0.3,11.7,0.1, ,13, , , , , ,0.026, , , 
31489,0130620,6,109,146, , , , , , , ,0.5,14.3,0.3, ,15.7, , , , , ,0.024, , , 
31490,0130620,7,146,173,0.11, , , , , , ,0.5,13.9,0.3, ,19.3, , , , , , , , , 
31491,0130620,8,173,201,0.42, , , , , , ,0.5,17.2,0.3, ,21.7, , , , , , , , , 
31492,0130620,9,201,228,0.45, , , , , , ,0.6,17.8,0.3, ,25.2, , , , , , , , , 
31493,0130621,1,0,23,3.89, , , , , , ,1.8,5.2,0.1, ,38.4, , , , , ,0.315, , , 
31494,0130621,10,237,266,0.29, , , , , , ,0.3,7.1,0.2, ,11.6, , , , , , , , , 
31495,0130621,11,266,296,0.19, , , , , , ,0.3,7.5,0.1, ,12.2, , , , , , , , , 
31496,0130621,2,23,45,1.09, , , , , , ,0.9,3.5,0.1, ,20.6, , , , , ,0.091, , , 
31497,0130621,3,45,65,0.39, , , , , , ,0.6,3.3, , ,16, , , , , ,0.036, , , 
31498,0130621,4,65,86,0.39, , , , , , ,0.4,3.8,0.1, ,15.6, , , , , ,0.036, , , 
31499,0130621,5,86,117,0.16, , , , , , ,0.3,4.9,0.1, ,16.4, , , , , ,0.053, , , 
31500,0130621,6,117,148,0.38, , , , , , ,0.3,5.6,0.1, ,15.6, , , , , ,0.031, , , 
31501,0130621,7,148,179, , , , , , , ,0.3,7.4,0.1, ,15.7, , , , , ,0.028, , , 
31502,0130621,8,179,208, , , , , , , ,0.4,7.8,0.1, ,15, , , , , , , , , 
31503,0130621,9,208,237,0.21, , , , , , ,0.3,8.1,0.3, ,14.1, , , , , , , , , 
31504,0130622,1,0,14,4.71, , , , , , ,1,4.7, , ,29.5, , , , , ,0.396, , , 
31505,0130622,2,14,31,0.74, , , , , , ,0.5,5.2, , ,19.3, , , , , ,0.085, , , 
31506,0130622,3,31,52,0.43, , , , , , ,0.5,5.5, , ,17.2, , , , , ,0.061, , , 
31507,0130622,4,52,80,0.62, , , , , , ,0.3,4.2,0.1, ,11.6, , , , , ,0.051, , , 
31508,0130622,5,80,150,0.28, , , , , , ,0.5,11,0.1, ,16.3, , , , , ,0.039, , , 
31509,0130623,1,0,8,2.27, , , , , , ,0.7,6.4,0.1, ,25.9, , , , , ,0.231, , , 
31510,0130623,2,8,27,1.07, , , , , , ,0.4,7.6,0.1, ,23.8, , , , , ,0.12, , , 
31511,0130623,3,27,50,0.68, , , , , , ,0.4,8.8,0.3, ,18.7, , , , , ,0.08, , , 
31512,0130623,4,50,85,0.4, , , , , , ,0.4,11.9,1.7, ,16.3, , , , , ,0.048, , , 
31513,0130623,5,85,115,0.41, , , , , , ,0.5,13.8,2.4, ,17.2, , , , , , , , , 
31514,0130624,1,0,16,1.79, , , , , , ,0.5,1.6,0.1, ,17.1, , , , , ,0.138, , , 
31515,0130624,2,16,32,0.67, , , , , , ,0.2,1.1,0.1, ,12.7, , , , , ,0.051, , , 
31516,0130624,3,32,57,0.31, , , , , , ,0.4,2.3,0.1, ,14.7, , , , , ,0.038, , , 
31517,0130624,4,57,83,0.22, , , , , , ,0.3,1.2, , ,9.8, , , , , ,0.02, , , 
31518,0130624,5,83,112,0.12, , , , , , ,0.2,1, , ,7, , , , , ,0.013, , , 
31519,0130624,6,112,146,0.07, , , , , , ,0.2,0.7, , ,6, , , , , ,0.019, , , 
31520,0130624,7,146,177,0.14, , , , , , ,0.2,0.5, , ,4.9, , , , , ,0.011, , , 
31521,0130624,8,177,210,0.3, , , , , , ,0.2,1.3,0.1, ,9.6, , , , , ,0.023, , , 
31522,0130624,9,210,239,4.08, , , , , , ,0.1,0.4,0.1, ,3.6, , , , , , , , , 
31523,0130625,1,0,15,4.27, , , , , , ,0.8,14.8,0.2, ,43.3, , , , , ,0.371, , , 
31524,0130625,10,234,263, , , , , , , ,0.9,15.7,0.8, ,25.6, , , , , , , , , 
31525,0130625,2,15,32,1.16, , , , , , ,0.7,18.6,0.2, ,36, , , , , ,0.129, , , 
31526,0130625,3,32,63,0.72, , , , , , ,0.4,18.7,0.6, ,26.8, , , , , ,0.083, , , 
31527,0130625,4,63,94,0.58, , , , , , ,0.5,18.9,1, ,24.5, , , , , ,0.059, , , 
31528,0130625,5,94,120,0.4, , , , , , ,0.8,21.5,1.1, ,28, , , , , ,0.053, , , 
31529,0130625,6,120,145,0.47, , , , , , ,0.8,20.6,0.7, ,29.1, , , , , ,0.152, , , 
31530,0130625,7,145,175, , , , , , , ,0.6,16,0.6, ,23.8, , , , , , , , , 
31531,0130625,8,175,204, , , , , , , ,0.7,13.9,0.6, ,22.8, , , , , , , , , 
31532,0130625,9,204,234, , , , , , , ,0.8,15.5,0.5, ,26.8, , , , , , , , , 
31533,0130626,1,0,11, , , , , , , ,1.1,30.1,6.4, ,41.7, , , , , ,0.104, , , 
31534,0130626,2,11,27,0.81, , , , , , ,0.4,8.5, , ,18.9, , , , , ,0.09, , , 
31535,0130626,3,27,53,0.37, , , , , , ,0.5,10.4,0.1, ,15.7, , , , , ,0.052, , , 
31536,0130626,4,53,95,0.46, , , , , , ,0.6,14,0.6, ,14.2, , , , , ,0.043, , , 
31537,0130626,5,95,135,0.28, , , , , , ,0.5,11,0.8, ,14.6, , , , , , , , , 
31538,0130626,6,135,165,0.29, , , , , , ,0.6,10,0.8, ,13.8, , , , , , , , , 
31539,0130627,1,0,14,3.3, , , , , , ,0.3,3.5,0.2, ,30.3, , , , , , , , , 
31540,0130627,2,14,38,0.51, , , , , , ,0.4,4.9,0.2, ,24.4, , , , , , , , , 
31541,0130627,3,38,65,1.61, , , , , , ,0.2,3.1,0.2, ,9.9, , , , , , , , , 
31542,0130627,4,65,90,1.06, , , , , , ,0.2,3.2,0.2, ,9.2, , , , , , , , , 
31543,0130627,5,90,125,2.1, , , , , , , , , , , , , , , , , , , , 
31544,0130628,1,0,12,1.85, , , , , , ,0.5,2.4,0.1, ,20, , , , , ,0.142, , , 
31545,0130628,10,211,245, , , , , , , ,0.3,4.9,0.1, ,12.8, , , , , , , , , 
31546,0130628,11,245,281, , , , , , , ,0.3,6,0.1, ,12, , , , , , , , , 
31547,0130628,2,12,19,0.41, , , , , , ,0.3,2.5, , ,13.5, , , , , ,0.044, , , 
31548,0130628,3,19,35,0.31, , , , , , ,0.4,3.4, , ,16, , , , , ,0.033, , , 
31549,0130628,4,35,61,0.23, , , , , , ,0.3,2.7,0.1, ,11.9, , , , , ,0.02, , , 
31550,0130628,5,61,87,0.12, , , , , , ,0.3,2.5,0.1, ,11.2, , , , , ,0.019, , , 
31551,0130628,6,87,113,0.07, , , , , , ,0.3,2.7,0.1, ,11.5, , , , , ,0.021, , , 
31552,0130628,7,113,142,0.07, , , , , , ,0.4,3.5,0.3, ,13.7, , , , , ,0.019, , , 
31553,0130628,8,142,176,0.16, , , , , , ,0.3,4.1,0.1, ,13, , , , , ,0.018, , , 
31554,0130628,9,176,211,0.1, , , , , , ,0.3,3.3,0.1, ,12.8, , , , , , , , , 
31555,0130629,1,0,13,2.77, , , , , , ,1.2,2.1,0.1, ,20.7, , , , , ,0.253, , , 
31556,0130629,2,13,27,1.35, , , , , , ,0.2,3,0.5, ,15.8, , , , , ,0.121, , , 
31557,0130629,3,27,50,0.94, , , , , , ,0.6,11.8,3.7, ,23.8, , , , , ,0.102, , , 
31558,0130629,4,50,73,0.21, , , , , , ,0.4,6,1.6, ,10.8, , , , , ,0.01, , , 
31559,0130629,5,73,104,0.19, , , , , , ,0.4,5.9,1.6, ,10.5, , , , , , , , , 
31560,0130629,6,104,135,0.18, , , , , , ,0.4,5.9,2.1, ,12.2, , , , , ,0.01, , , 
31561,0130630,1,8,0,33.6, , , , ,77.8,30.1,1,4.4,0.3, ,122, , , , , ,1.95, , , 
31562,0130630,2,0,6,1.29, , , , ,7.6,5.5,0.2,2.4,0.1, ,15.7, , , , , ,0.11, , , 
31563,0130630,3,6,15,0.83, , , , ,12.8,7.3,0.4,4.7,0.2, ,25, , , , , ,0.08, , , 
31564,0130630,4,15,35,0.61, , , , ,14.4,7.9,0.5,6.2,0.3, ,28.5, , , , , ,0.06, , , 
31565,0130630,5,35,55, , , , , ,18.5,6.5,0.5,7.7,0.3, ,32.3, , , , , , , , , 
31566,0130630,6,55,73, , , , , ,32.7,1.3,0.4,6.7,0.3, ,26.4, , , , , , , , , 
31567,0130630,7,73,90, , , , , ,35.1, ,0.3,5.3,0.3, ,19.6, , , , , , , , , 
31568,0130631,1,0,4,4.28, , , , , , ,0.6,1.6,0.2, ,16.9, , , , , , , , , 
31569,0130631,2,4,8,0.62, , , , , , ,0.2,0.6,0.1, ,5.8, , , , , , , , , 
31570,0130631,3,8,40,0.19, , , , , , , , , , , , , , , , , , , , 
31571,0130631,4,40,80,0.1, , , , , , , , , , , , , , , , , , , , 
31572,0130631,5,80,110,0.1, , , , , , , , , , , , , , , , , , , , 
31573,0130631,6,110,130,0.09, , , , , , , , , , , , , , , , , , , , 
31574,0130632,1,0,7,7.16, , , , , , ,1.3,5.3,0.8, ,33.4, , , , , ,0.461, , , 
31575,0130632,2,7,12,3.57, , , , , , ,0.8,4,2, ,22.4, , , , , ,0.307, , , 
31576,0130632,3,12,33,1.72, , , , , , ,1.1,13.6,9.3, ,33.4, , , , , ,0.205, , , 
31577,0130632,4,33,90,0.46, , , , , , ,0.5,9.1,3.9, ,19.7, , , , , ,0.051, , , 
31578,0130632,5,90,140,0.49, , , , , , ,1,16.1, , ,33.5, , , , , ,0.083, , , 
31579,0130633,1,0,5,1.39, , , , , , ,0.3,0.7,0.1, ,7.5, , , , , , , , , 
31580,0130633,2,5,22,0.23, , , , , , , , , , , , , , , , , , , , 
31581,0130633,3,22,42,0.09, , , , , , , , , , , , , , , , , , , , 
31582,0130633,4,42,100,0.07, , , , , , , , , , , , , , , , , , , , 
31583,0130633,5,100,125,0.07, , , , , , , , , , , , , , , , , , , , 
31584,0130634,1,0,16, , , , , , , ,0.5,2.6,0.1, ,18.9, , , , , , , , , 
31585,0130634,2,16,65, , , , , , , ,0.3,3.1,0.2, ,10.2, , , , , , , , , 
31586,0130634,3,65,100, , , , , , , ,0.3,4.4,0.1, ,7.2, , , , , , , , , 
31587,0130634,4,100,128, , , , , , , ,0.3,3.5,0.1, ,6.9, , , , , , , , , 
31588,0130635,1,0,18,5.36, , , , , ,37.6,0.3,10.4,0.6, ,37.6, , , , , , , , , 
31589,0130635,2,18,40,0.46, , , , , ,10.9,0.2,5.8,0.4, ,10.9, , , , , , , , , 
31590,0130635,3,40,59,0.28, , , , , ,8.7,0.2,4.3,0.5, ,8.7, , , , , , , , , 
31591,0130635,4,59,86,0.17, , , , , ,5.9,0.2,3,0.3, ,5.9, , , , , , , , , 
31592,0130635,5,86,116,0.14, , , , , ,5.9,0.2,2.7,0.2, ,5.9, , , , , , , , , 
31593,0130636,1,0,17,4.2, , , , , , ,1.7,4.3, , ,33.7, , , , , ,0.389, , , 
31594,0130636,2,17,22,1.98, , , , , , ,0.7,4.5,0.1, ,24.8, , , , , ,0.219, , , 
31595,0130636,3,22,45,1.43, , , , , , ,0.5,5.2,0.1, ,21.7, , , , , ,0.152, , , 
31596,0130636,4,45,66,0.95, , , , , , ,0.4,7.6, , ,21.8, , , , , ,0.109, , , 
31597,0130636,5,66,73,0.65, , , , , , ,0.4,7.6,0.1, ,19.3, , , , , ,0.08, , , 
31598,0130636,6,71,150,0.48, , , , , , ,0.4,11.1,1.1, ,15.5, , , , , ,0.043, , , 
31599,0130637,1,3,0,34.1, , , , ,49,50.2,1.8,15,0.6, ,120.2, , , , , ,1.96, , , 
31600,0130637,2,0,5,7.75, , , , ,15.4,27.3,1.3,9.8,0.6, ,33.8, , , , , ,0.64, , , 
31601,0130637,3,5,10,2.08, , , , ,7.4,12,0.7,8.9,1, ,26.7, , , , , ,0.18, , , 
31602,0130637,4,10,25,1.66, , , , ,10,12.9,0.7,15.8,2.3, ,36.5, , , , , ,0.15, , , 
31603,0130637,5,25,45, , , , , ,15.6,12,0.9,25,3.9, ,48.5, , , , , , , , , 
31604,0130637,6,45,60, , , , , ,36.6,0.7,0.8,26.4,4.3, ,40.6, , , , , , , , , 
31605,0130637,7,60,, , , , , ,41,0.4,0.8,21.3,3.7, ,37.5, , , , , , , , , 
31606,0130638,1,10,0,41.3, , , , ,63.6,52.2,1.8,18.9,0.5, ,126.8, , , , , ,2.07, , , 
31607,0130638,2,0,6,6.27, , , , ,16.5,23.1,1.4,8.3,0.7, ,36.7, , , , , ,0.48, , , 
31608,0130638,3,6,19,1.88, , , , ,11.8,11.1,0.7,10,1.3, ,33.3, , , , , ,0.17, , , 
31609,0130638,4,19,38,1.42, , , , ,17,10.7,0.7,15.8,2.7, ,42.9, , , , , ,0.13, , , 
31610,0130638,5,38,49,1.68, , , , ,19.7,7.4,0.7,17.7,3.7, ,46.4, , , , , ,0.14, , , 
31611,0130638,6,49,63, , , , , ,21.8,3.1,0.7,18.7,3.9, ,45, , , , , , , , , 
31612,0130638,7,63,80, , , , , ,30.1,1,0.6,16.6,5.3, ,39.1, , , , , , , , , 
31613,0130638,8,80,98, , , , , ,28.7,0.2,0.6, ,3.9, ,36.5, , , , , , , , , 
31614,0130640,1,0,19,6.02, , , , , , ,1.1,4, , ,35.3, , , , , ,0.526, , , 
31615,0130640,2,19,58,1.12, , , , , , ,0.4,4.8, , ,17.6, , , , , ,0.117, , , 
31616,0130640,3,58,100,0.4, , , , , , ,0.5,7.2, , ,14.5, , , , , ,0.053, , , 
31617,0130640,4,100,115,0.27, , , , , , ,0.4,6.1, , ,11.1, , , , , ,0.035, , , 
31618,0130640,5,115,130,0.24, , , , , , ,0.3,5.4,0.1, ,9.8, , , , , , , , , 
31619,0130641,1,13,0,45.3, , , , ,110.8,12,1.6,36,5.4, ,216.8, , , , , ,2.57, , , 
31620,0130641,2,0,8,20.85, , , , ,75.1,20.1,0.7,23.7,2.3, ,104.8, , , , , ,1.38, , , 
31621,0130641,3,8,25,1.21, , , , ,15.2,1.1,0.6,8.8,0.8, ,28.7, , , , , ,0.11, , , 
31622,0130641,4,25,48, , , , , ,14.9,0.9,0.5,8.8,0.7, ,27.3, , , , , , , , , 
31623,0130641,5,48,, , , , , ,26.5, ,0.4,8,0.6, ,23.4, , , , , , , , , 
31624,0130642,1,15,0,44.6, , , , ,131.2,30.3,1.5,30.1,0.2, ,199.6, , , , , ,2.91, , , 
31625,0130642,2,0,10,2.09, , , , ,16.2,3.1,0.4,6.6,0.1, ,27.5, , , , , ,0.17, , , 
31626,0130642,3,10,33,0.69, , , , ,10.9,1.6,0.4,5.7,0.1, ,19, , , , , ,0.07, , , 
31627,0130642,4,33,43, , , , , ,8.3, ,0.3,5,0.1, ,15.4, , , , , , , , , 
31628,0130642,5,43,65, , , , , ,25.9, ,0.4,9.2,0.2, ,22.8, , , , , , , , , 
31629,0130642,6,65,, , , , , ,26.9, ,0.4,9.9,0.2, ,23.9, , , , , , , , , 
31630,0130643,1,0,17,2.3, , , , , , ,0.5,5, , ,18.2, , , , , , , , , 
31631,0130643,2,17,40,0.89, , , , , , ,0.3,9.1,1.5, ,17.4, , , , , , , , , 
31632,0130643,3,40,60,0.21, , , , , , ,0.2,7.6,1.7, ,11.4, , , , , , , , , 
31633,0130644,1,0,15,1.83, , , , , ,16.8,0.4,1.5,0.1, ,16.8, , , , , , , , , 
31634,0130644,2,15,41,0.28, , , , , ,6.8,0.2,2,0.1, ,6.8, , , , , , , , , 
31635,0130644,3,41,58,0.16, , , , , ,5.1,0.2,1.9,0.1, ,5.1, , , , , , , , , 
31636,0130644,4,58,104,0.15, , , , , ,3.2,0.2,1.1,0.1, ,3.2, , , , , , , , , 
31637,0130645,1,0,19,3.71, , , , , ,26.3,0.3,5.4,0.2, ,26.3, , , , , , , , , 
31638,0130645,2,19,52,0.17, , , , , ,7.4,0.3,4,0.2, ,7.4, , , , , , , , , 
31639,0130645,3,52,103,0.06, , , , , ,3.7,0.2,1.4,0.1, ,3.7, , , , , , , , , 
31640,0130645,4,103,133,0.06, , , , , ,3.4,0.1,1.4,0.1, ,3.4, , , , , , , , , 
31641,0130646,1,0,17,5.5, , , , , ,37.6,0.4,9.2,0.3, ,37.6, , , , , , , , , 
31642,0130646,2,17,37,0.39, , , , , ,11.2,0.2,7,0.2, ,11.2, , , , , , , , , 
31643,0130646,3,37,66,0.28, , , , , ,5.9,0.2,4.2,0.1, ,5.9, , , , , , , , , 
31644,0130646,4,66,87,0.11, , , , , ,5.1,0.2,3.1,0.1, ,5.1, , , , , , , , , 
31645,0130646,5,87,120,0.08, , , , , ,3.8,0.2,2.3,0.1, ,3.8, , , , , , , , , 
31646,0130647,1,0,17,3.84, , , , , , ,0.8,4.9, , ,31.8, , , , , ,0.363, , , 
31647,0130647,2,17,21,2.47, , , , , , ,0.3,7,3.1, ,26.4, , , , , ,0.262, , , 
31648,0130647,3,21,40,1.46, , , , , , ,0.7,10.8,6.3, ,26.5, , , , , ,0.156, , , 
31649,0130647,4,40,70,0.31, , , , , , ,0.7,9.3,5.4, ,21, , , , , ,0.057, , , 
31650,0130647,5,70,100,0.34, , , , , , ,0.7,10.3,7.2, ,24.5, , , , , ,0.195, , , 
31651,0130647,6,100,120,0.31, , , , , , ,0.7,9.5,6.4, ,23.2, , , , , ,0.337, , , 
31652,0130648,1,0,14,2.4, , , , , ,23.1,1,3.3,0.1, ,23.1, , , , , , , , , 
31653,0130648,2,14,45,0.39, , , , , ,17.1,0.6,4.6,0.2, ,17.1, , , , , , , , , 
31654,0130648,3,45,57,0.66, , , , , ,29.4,0.9,8.8,0.2, ,29.4, , , , , , , , , 
31655,0130648,4,57,100,0.43, , , , , ,21.9,0.8,7.6,0.2, ,21.9, , , , , , , , , 
31656,0130649,1,0,5,14.75, , , , ,110.2,4.3,0.6,22.2,0.4, ,82.6, , , , , ,0.98, , , 
31657,0130649,2,5,23,0.83, , , , ,19.1,0.1,0.2,7.7,0.1, ,17.5, , , , , ,0.08, , , 
31658,0130649,3,23,35, , , , , ,30.3, ,0.1,4.7,0.2, ,7.4, , , , , , , , , 
31659,0130649,4,35,60, , , , , ,29.8, ,0.1,4.5,0.1, ,5.3, , , , , , , , , 
31660,0130650,1,0,13,3.88, , , , , ,46.5,1.8,12.5,0.2, ,46.5, , , , , , , , , 
31661,0130650,2,13,33,0.76, , , , , ,34.6,1.4,14,0.3, ,34.6, , , , , , , , , 
31662,0130650,3,33,58,0.91, , , , , ,28.2,1,12.5,0.5, ,28.2, , , , , , , , , 
31663,0130650,4,58,80,0.54, , , , , ,27.7,1.1,13.4,0.7, ,27.7, , , , , , , , , 
31664,0130650,5,80,110,0.54, , , , , ,27,1.1,14,1.1, ,27, , , , , , , , , 
31665,0130651,1,0,14,2.19, , , , , ,17.6,0.5,2,0.1, ,17.6, , , , , , , , , 
31666,0130651,2,14,30,0.38, , , , , ,13.5,0.4,2.8,0.2, ,13.5, , , , , , , , , 
31667,0130651,3,30,52,0.25, , , , , ,13.1,0.4,3.5,0.1, ,13.1, , , , , , , , , 
31668,0130651,4,52,82,0.29, , , , , ,8.2,0.3,2.4,0.2, ,8.2, , , , , , , , , 
31669,0130651,5,82,110,0.22, , , , , ,13.4,0.5,5.1,0.2, ,13.4, , , , , , , , , 
31670,0130652,1,0,17,5.18, , , , , , ,2.5,15.7,1.1, ,52.2, , , , , ,0.5, , , 
31671,0130652,2,17,36,2.45, , , , , , ,1.6,25.6,3.2, ,51.8, , , , , ,0.292, , , 
31672,0130652,3,36,57,2.16, , , , , , ,0.9,27,4.4, ,47.8, , , , , ,0.22, , , 
31673,0130652,4,57,80,1.06, , , , , , ,1.6,26,4, ,42.6, , , , , ,0.117, , , 
31674,0130652,5,80,120,0.75, , , , , , ,0.9,26,4.3, ,35.1, , , , , ,0.093, , , 
31675,0130653,1,0,18,7.14, , , , , , ,1.7,9.6,1.1, ,50.3, , , , , ,0.636, , , 
31676,0130653,2,18,38,1.6, , , , , , ,1,21.6,4.6, ,34.9, , , , , ,0.17, , , 
31677,0130653,3,38,90,0.68, , , , , , ,0.7,22,6.1, ,31, , , , , ,0.083, , , 
31678,0130653,4,90,105,0.49, , , , , , ,0.8,19.9,6.2, ,32.8, , , , , ,0.066, , , 
31679,0130653,5,105,150, , , , , , , ,0.8,24.9,6.9, ,37.7, , , , , ,0.32, , , 
31680,0130654,1,0,13,4.58, , , , , ,41.6,0.9,7,0.2, ,41.6, , , , , , , , , 
31681,0130654,2,13,34,1.09, , , , , ,27.6,1,7.9,0.2, ,27.6, , , , , , , , , 
31682,0130654,3,34,53,0.33, , , , , ,20.1,0.9,7.2,0.2, ,20.1, , , , , , , , , 
31683,0130654,4,53,110,0.33, , , , , ,19.4,0.9,10.5,0.2, ,19.4, , , , , , , , , 
31684,0130655,1,5,0,27.25, , , , ,59.6,26.6,1,28,0.2, ,101.5, , , , , ,0.97, , , 
31685,0130655,2,0,10,1.53, , , , ,18.7,0.7,0.1,11.3,0.1, ,22.1, , , , , ,0.1, , , 
31686,0130655,3,10,20, , , , , ,30.4, ,0.1,6.6,0.1, ,8, , , , , , , , , 
31687,0130655,4,20,50, , , , , ,28.7, ,0.1,5.5,0.1, ,5.1, , , , , , , , , 
31688,0130656,1,0,17,2.18, , , , , ,18.2,0.9,1.4,0.1, ,18.2, , , , , , , , , 
31689,0130656,2,17,23,0.46, , , , , ,12.1,0.4,1.6,0.1, ,12.1, , , , , , , , , 
31690,0130656,3,23,32,0.31, , , , , ,17.3,0.5,2.7,0.1, ,17.3, , , , , , , , , 
31691,0130656,4,32,50,0.14, , , , , ,10.7,0.3,1.8,0.1, ,10.7, , , , , , , , , 
31692,0130656,5,50,74,0.18, , , , , ,7.4,0.3,1.4,0.1, ,7.4, , , , , , , , , 
31693,0130656,6,74,110,0.17, , , , , ,5.9,0.3,1.5,0.1, ,5.9, , , , , , , , , 
31694,0130656,7,110,140,0.34, , , , , ,8.6,0.3,1.9,0.1, ,8.6, , , , , , , , , 
31695,0130657,1,0,22,5.75, , , , , , ,1.2,13.8,0.7, ,41, , , , , , , , , 
31696,0130657,2,22,45,0.52, , , , , , ,0.4,9.4,0.8, ,15.7, , , , , , , , , 
31697,0130657,3,45,86,0.11, , , , , , ,0.6,8.4,0.7, ,12.6, , , , , , , , , 
31698,0130657,4,86,116,0.4, , , , , , ,1,11.3,0.7, ,17, , , , , , , , , 
31699,0130657,5,116,135,0.27, , , , , , ,0.8,9.1,0.6, ,13.5, , , , , , , , , 
31700,0130657,6,135,156,0.33, , , , , , ,1,10.7,0.6, ,15.9, , , , , , , , , 
31701,0130658,1,0,20,1.85, , , , , ,18,0.4,1.8,0.1, ,18, , , , , , , , , 
31702,0130658,2,20,35,0.39, , , , , ,13.4,0.4,2.4,0.1, ,13.4, , , , , , , , , 
31703,0130658,3,35,65,0.27, , , , , ,15.5,0.4,3.6,0.1, ,15.5, , , , , , , , , 
31704,0130658,4,65,77,0.31, , , , , ,13,0.4,3.4,0.1, ,13, , , , , , , , , 
31705,0130658,5,77,111,0.1, , , , , ,4.7,0.2,1.3,0.1, ,4.7, , , , , , , , , 
31706,0130659,1,0,16,4.79, , , , , ,33.8,0.4,14.9,1.4, ,33.8, , , , , , , , , 
31707,0130659,2,16,30,0.29, , , , , ,12.8,0.5,9.5,0.8, ,12.8, , , , , , , , , 
31708,0130659,3,30,70,0.13, , , , , ,6.4,0.4,5,0.5, ,6.4, , , , , , , , , 
31709,0130659,4,70,100,0.09, , , , , ,6.3,0.4,4.2,0.5, ,6.3, , , , , , , , , 
31710,0130660,1,0,29,1.55, , , , , , ,0.4,8.4, , ,24.4, , , , , , , , , 
31711,0130660,2,29,47,0.35, , , , , , ,0.4,6.1, , ,13, , , , , , , , , 
31712,0130660,3,47,82,0.39, , , , , , ,0.3,3.3, , ,6.4, , , , , , , , , 
31713,0130660,4,82,93, , , , , , , ,0.3,4.3, , ,7.5, , , , , , , , , 
31714,0130660,5,93,112, , , , , , , ,0.2,3, , ,5.2, , , , , , , , , 
31715,0130660,6,112,130, , , , , , , ,0.3,2.8, , ,4.2, , , , , , , , , 
31716,0130660,7,130,140, , , , , , , ,0.3,3.2, , ,4.9, , , , , , , , , 
31717,0130661,1,0,19,3.85, , , , , ,27.7,0.4,10.5,0.1, ,27.7, , , , , , , , , 
31718,0130661,2,19,36,0.49, , , , , ,10.2,0.3,5,0.1, ,10.2, , , , , , , , , 
31719,0130661,3,36,74,0.11, , , , , ,5.1,0.3,2.8,0.1, ,5.1, , , , , , , , , 
31720,0130661,4,74,84,0.16, , , , , ,7,0.4,3.7,0.1, ,7, , , , , , , , , 
31721,0130661,5,84,115,0.09, , , , , ,3.4,0.3,1.9,0.1, ,3.4, , , , , , , , , 
31722,0130662,1,0,18,3.39, , , , , , ,0.4,5.9, , ,31.8, , , , , , , , , 
31723,0130662,2,18,34,1.43, , , , , , ,0.3,7,0.1, ,20.2, , , , , , , , , 
31724,0130662,3,34,68,0.15, , , , , , ,0.3,4.2, , ,7.4, , , , , , , , , 
31725,0130662,4,68,108, , , , , , , ,0.3,3.6,0.2, ,6.4, , , , , , , , , 
31726,0130662,5,108,140, , , , , , , ,0.2,1.1,0.2, ,2.2, , , , , , , , , 
31727,0130662,6,140,174, , , , , , , ,0.3,2.1,0.2, ,3.8, , , , , , , , , 
31728,0130663,1,0,11,1.04, , , , , , ,0.5,1.7,0.1, ,10.2, , , , , , , , , 
31729,0130663,2,11,22,0.39, , , , , , ,0.5,3.1,0.2, ,12.8, , , , , , , , , 
31730,0130663,3,22,40,0.56, , , , , , ,0.2,3.4,0.2, ,6.5, , , , , , , , , 
31731,0130663,4,40,125, , , , , , , ,0.2,5.9,0.2, ,4.9, , , , , , , , , 
31732,0130663,5,125,154, , , , , , , ,0.3,4.7,0.2, ,4.5, , , , , , , , , 
31733,0130664,1,3,0,35.87, , , , ,58.4,12.5,3.5,27.7,0.2, ,116.4, , , , , ,1.5, , , 
31734,0130664,2,0,15,0.42, , , , ,1.2,2.1,0.2,1.4, , ,5.4, , , , , ,0.03, , , 
31735,0130664,3,15,30,0.6, , , , ,12.6,3.5,0.6,12.6,0.1, ,24.7, , , , , ,0.04, , , 
31736,0130664,4,30,45, , , , , ,15.2,0.4,0.4,12.3,0.1, ,16.7, , , , , , , , , 
31737,0130664,5,45,68, , , , , ,32.1, ,0.2,9.1,0.1, ,11.3, , , , , , , , , 
31738,0130664,6,68,, , , , , ,29, ,0.2,7.6,0.1, ,7.4, , , , , , , , , 
31739,0130666,1,5,0,27.6, , , , ,62.9,20.9,2.1,26.9,0.1, ,120.6, , , , , ,1.37, , , 
